Accession,GenBank_RefSeq,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Release_Date
ON322697.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-D106/2021, complete genome",29763,complete,South Africa,South Africa,Homo sapiens,6/28/2021,4/22/2022
ON198908.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS6912/2022, complete genome",29747,complete,Kenya,Kenya,Homo sapiens,1/2/2022,4/10/2022
ON116607.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-H381/2021, complete genome",29763,complete,South Africa: Western Cape,South Africa,Homo sapiens,8/27/2021,3/31/2022
ON099585.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_B289/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/6/2022,3/29/2022
ON099590.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_B311/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/6/2022,3/29/2022
ON099624.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_B864/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,2/2/2022,3/29/2022
ON099654.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_SOTF_14/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/8/2022,3/29/2022
ON099844.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW000918/2022, complete genome",29676,complete,Malawi,Malawi,Homo sapiens,1/4/2022,3/29/2022
ON099933.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW000809/2021, complete genome",29708,complete,Malawi,Malawi,Homo sapiens,12/14/2021,3/29/2022
ON099971.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW00976/2021, complete genome",29725,complete,Malawi,Malawi,Homo sapiens,7/26/2021,3/29/2022
ON099990.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW00974/2021, complete genome",29725,complete,Malawi,Malawi,Homo sapiens,7/20/2021,3/29/2022
ON100026.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW000906/2022, complete genome",29708,complete,Malawi,Malawi,Homo sapiens,1/5/2022,3/29/2022
ON100032.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW000904/2022, complete genome",29708,complete,Malawi,Malawi,Homo sapiens,1/6/2022,3/29/2022
ON078409.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-C355/2021, complete genome",29763,complete,South Africa: Western Cape,South Africa,Homo sapiens,6/11/2021,3/28/2022
OM811371.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-GUL200079S/2020, complete genome",29878,complete,Uganda,Uganda,Homo sapiens,9/27/2020,2/24/2022
OM765556.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-C150/2021, complete genome",29838,complete,South Africa,South Africa,Homo sapiens,6/17/2021,2/22/2022
OM765557.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-C151/2021, complete genome",29829,complete,South Africa,South Africa,Homo sapiens,6/17/2021,2/22/2022
OM765945.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-G073/2021, complete genome",29763,complete,South Africa,South Africa,Homo sapiens,8/12/2021,2/22/2022
OM766039.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-H430/2021, complete genome",29829,complete,South Africa,South Africa,Homo sapiens,8/24/2021,2/22/2022
OM766040.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-H457/2021, complete genome",29831,complete,South Africa,South Africa,Homo sapiens,8/24/2021,2/22/2022
OM766065.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-H799/2021, complete genome",29816,complete,South Africa,South Africa,Homo sapiens,9/2/2021,2/22/2022
OM766085.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-I299/2021, complete genome",29829,complete,South Africa,South Africa,Homo sapiens,9/7/2021,2/22/2022
OM773345.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-LA-Z680/2021, complete genome",29844,complete,South Africa,South Africa,Homo sapiens,9/20/2021,2/22/2022
OM739039.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-1955/2020, complete genome",29823,complete,South Africa,South Africa,Homo sapiens,8/26/2020,2/18/2022
OM739053.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-2052/2020, complete genome",29813,complete,South Africa,South Africa,Homo sapiens,9/17/2020,2/18/2022
OM725101.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-L958/2021, complete genome",29707,complete,South Africa,South Africa,Homo sapiens,6/23/2021,2/17/2022
OM725313.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0017/2020, complete genome",29804,complete,South Africa,South Africa,Homo sapiens,8/13/2020,2/17/2022
OM725422.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0744/2020, complete genome",29809,complete,South Africa,South Africa,Homo sapiens,10/12/2020,2/17/2022
OM725472.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-1026/2020, complete genome",29826,complete,South Africa,South Africa,Homo sapiens,10/27/2020,2/17/2022
OM725507.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-1103/2020, complete genome",29846,complete,South Africa,South Africa,Homo sapiens,11/4/2020,2/17/2022
OM725548.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-1279/2020, complete genome",29846,complete,South Africa,South Africa,Homo sapiens,7/30/2020,2/17/2022
OM725616.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-1455/2020, complete genome",29826,complete,South Africa,South Africa,Homo sapiens,8/11/2020,2/17/2022
OM720791.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-AM-Z091/2021, complete genome",29835,complete,South Africa,South Africa,Homo sapiens,9/21/2021,2/16/2022
OM720796.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-AM-Z096/2021, complete genome",29826,complete,South Africa,South Africa,Homo sapiens,9/21/2021,2/16/2022
OM720828.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-5386/2020, complete genome",29825,complete,South Africa,South Africa,Homo sapiens,5/5/2020,2/16/2022
OM720829.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-5388/2020, complete genome",29817,complete,South Africa,South Africa,Homo sapiens,5/5/2020,2/16/2022
OM720851.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-5890/2020, complete genome",29824,complete,South Africa,South Africa,Homo sapiens,5/24/2020,2/16/2022
OM721016.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-6599/2021, complete genome",29817,complete,South Africa,South Africa,Homo sapiens,5/24/2021,2/16/2022
OM721062.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-6647/2021, complete genome",29825,complete,South Africa,South Africa,Homo sapiens,5/26/2021,2/16/2022
OM635130.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_B264/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/5/2022,2/9/2022
OM635159.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_H826/2021, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,12/26/2021,2/9/2022
OL691412.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C69876/2020, complete genome",29751,complete,Kenya,Kenya,Homo sapiens,11/3/2020,12/2/2021
OL691488.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C72430/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,11/18/2020,12/2/2021
OL691513.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C94773/2021, complete genome",29759,complete,Kenya,Kenya,Homo sapiens,5/4/2021,12/2/2021
OL601579.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-18521/2021, complete genome",29762,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/7/2021,11/22/2021
OL601706.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-22273/2021, complete genome",29708,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/28/2021,11/22/2021
OL601729.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-22786/2021, complete genome",29708,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/3/2021,11/22/2021
OL601753.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-23078/2021, complete genome",29762,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/7/2021,11/22/2021
OL601760.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-23126/2021, complete genome",29762,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/8/2021,11/22/2021
OL601936.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MLI/MAL0115/2021, complete genome",29708,complete,Mali: Bamako,Mali,Homo sapiens,3/31/2021,11/22/2021
OL601950.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MLI/MAL0132/2021, complete genome",29708,complete,Mali: Bamako,Mali,Homo sapiens,4/4/2021,11/22/2021
OL601953.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MLI/MAL0135/2021, complete genome",29708,complete,Mali: Bamako,Mali,Homo sapiens,4/4/2021,11/22/2021
OL549023.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS2986/2021, complete genome",29763,complete,Kenya,Kenya,Homo sapiens,2/27/2021,11/19/2021
OL454545.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C64736/2020, complete genome",29774,complete,Kenya,Kenya,Homo sapiens,10/15/2020,11/13/2021
OL454622.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C67369/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,10/28/2020,11/13/2021
OL351387.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_087/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/22/2021,11/4/2021
OL351408.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_108/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/19/2021,11/4/2021
OL351413.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_113/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/19/2021,11/4/2021
OK510454.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS2791/2020, complete genome",29782,complete,Kenya,Kenya,Homo sapiens,9/6/2020,10/15/2021
OK510469.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS2821/2020, complete genome",29782,complete,Kenya,Kenya,Homo sapiens,10/12/2020,10/15/2021
OK487846.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C95162/2021, complete genome",29763,complete,Kenya,Kenya,Homo sapiens,5/5/2021,10/13/2021
OK487874.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C95566/2021, complete genome",29763,complete,Kenya,Kenya,Homo sapiens,5/9/2021,10/13/2021
OK104602.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A016/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,9/1/2021,9/14/2021
OK104610.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A024/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,9/1/2021,9/14/2021
OK104612.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A026/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,9/1/2021,9/14/2021
OK104613.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A027/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,9/1/2021,9/14/2021
OK104617.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A031/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,9/1/2021,9/14/2021
OK104621.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A035/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,9/1/2021,9/14/2021
OK104624.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A038/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,9/2/2021,9/14/2021
OK104641.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A055/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,8/31/2021,9/14/2021
OK104653.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A067/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,8/30/2021,9/14/2021
OK001881.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A087/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/2/2021,9/2/2021
OK001888.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A094/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/17/2021,9/2/2021
OK001922.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A130/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/26/2021,9/2/2021
OK001925.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A134/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/17/2021,9/2/2021
OK001927.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A136/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,6/8/2021,9/2/2021
OK001945.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A154/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/3/2021,9/2/2021
MZ970734.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_A844/2021, complete genome",29709,complete,Djibouti,Djibouti,Homo sapiens,5/20/2021,8/31/2021
MZ664000.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SLE/nmimr-SLE-SARS-CoV-2-SLSEQ038/2021, complete genome",29745,complete,Sierra Leone,Sierra Leone,Homo sapiens,1/25/2021,7/28/2021
MZ519389.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_DZ10/2020, complete genome",29777,complete,Djibouti,Djibouti,Homo sapiens,11/23/2020,7/8/2021
MZ520089.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_C494/2021, complete genome",29766,complete,Djibouti,Djibouti,Homo sapiens,2/26/2021,7/8/2021
MZ394606.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_E602/2021, complete genome",29764,complete,Djibouti: Camp Lemonnier,Djibouti,Homo sapiens,3/25/2021,6/15/2021
MZ380252.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A017/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/3/2021,6/14/2021
MZ380278.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A057/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,3/20/2021,6/14/2021
MZ380282.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A064/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/3/2021,6/14/2021
MZ380285.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A068/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/14/2021,6/14/2021
MZ382832.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A055/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,3/10/2021,6/14/2021
MZ087804.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/Egypt-Army-Thirdwave-313/2021, complete genome",29884,complete,Egypt,Egypt,Homo sapiens,4/25/2021,5/4/2021
MZ054875.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/LBY/BTRC Libya SARS-CoV-2 WGS-19/2021, complete genome",29740,complete,Libya,Libya,Homo sapiens,2/25/2021,4/29/2021
MZ054879.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/LBY/BTRC Libya SARS-CoV-2 WGS-23/2021, complete genome",29813,complete,Libya,Libya,Homo sapiens,2/25/2021,4/29/2021
MZ040125.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GMB/GC19-023/2020, complete genome",29782,complete,Gambia,Gambia,Homo sapiens,3/20/2020,4/27/2021
MZ043007.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/Third-Wave-EGY-ARMY45/2021, complete genome",29895,complete,Egypt,Egypt,Homo sapiens,4/18/2021,4/27/2021
MW820211.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/PHARCO-ARMY001/2021, complete genome",29893,complete,Egypt,Egypt,Homo sapiens,2/9/2021,3/28/2021
MW820215.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/PHARCO-ARMY005/2021, complete genome",29877,complete,Egypt,Egypt,Homo sapiens,2/9/2021,3/28/2021
MW751130.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C253/2020, complete genome",29782,complete,Kenya,Kenya,Homo sapiens,4/3/2020,3/16/2021
MW662153.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-NTRA-14828/2020, complete genome",29761,complete,Ghana,Ghana,Homo sapiens,12/22/2020,2/25/2021
MW598408.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-TRA-143/2021, complete genome",29885,complete,Ghana,Ghana,Homo sapiens,1/10/2021,2/12/2021
MW598415.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-TRA-188/2021, complete genome",29903,complete,Ghana,Ghana,Homo sapiens,1/12/2021,2/12/2021
MW598422.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-NTRA-13164/2020, complete genome",29884,complete,Ghana,Ghana,Homo sapiens,12/10/2020,2/12/2021
